https://syrianarchive.org/database/38054,ALEPPO : Maysser,None,None,22/11/2016,Unlawful attacks,None,Child rescued from the rubble in al-Myassar - Aleppo
https://syrianarchive.org/database/41194,ALEPPO : Batbo,None,None,22/11/2016,Other,None,Destruction of Batabo (West Aleppo) caused by free rockets over ground
https://syrianarchive.org/database/37977,ALEPPO : Maysser,None,None,22/11/2016,Unlawful attacks,None,Child rescued from the rubble in al-Myassar - Aleppo
https://syrianarchive.org/database/38075,ALEPPO : Maysser,None,None,22/11/2016,Other,None,"Wounded, trapped under the rubble and destruction caused by regime shelling"
https://syrianarchive.org/database/38086,ALEPPO : Al qseyleh,None,None,22/11/2016,Violation of children&#39;s rights,None,5 victims including 3 children in Houarana
https://syrianarchive.org/database/38080,ALEPPO,None,None,22/11/2016,Other,None,All types of weapons used by the regime and its allies in bombing Aleppo
https://syrianarchive.org/database/37998,ALEPPO : Alshaar,None,None,22/11/2016,Specifically protected persons and objects,None,"Destruction and effects on children caused by shellings from fixed-wing plane, probably Russian"
https://syrianarchive.org/database/37978,ALEPPO : Maysser,None,None,22/11/2016,Other,None,Destruction caused by paratrooper rocket on al-Myassar
https://syrianarchive.org/database/38018,ALEPPO : Batbo,None,None,22/11/2016,Other,None,Destruction of civilians&#39; houses in Batabo caused by airstrikes
https://syrianarchive.org/database/40908,IDLIB : Binnish,None,None,22/11/2016,Other,None,Casualties and injured as result of airtsrikes that targeted Binnish
https://syrianarchive.org/database/37980,ALEPPO : Sakhour,None,None,22/11/2016,Other,None,Extinguishing fires in a fridge factory as it was targeted by airstrikes
https://syrianarchive.org/database/37819,ALEPPO : Batbo,None,None,21/11/2016,Other,None,"Bombing of Batabo, Aleppo countryside, with free rockets over ground"
https://syrianarchive.org/database/37864,ALEPPO : Kafar Naha,None,None,21/11/2016,Other,None,Smoke caused by several airstrikes on Kafr Naha
https://syrianarchive.org/database/37860,ALEPPO : Al-Fardos,None,None,21/11/2016,Unlawful attacks,None,Destruction and victims caused by Assad&#39;s planes on Fardus - besieged Aleppo
https://syrianarchive.org/database/37856,ALEPPO,None,None,21/11/2016,Other,None,Destruction of bombing Aleppo Free University - West Aleppo countryside
https://syrianarchive.org/database/37865,ALEPPO : Sukkari,None,None,21/11/2016,Other,None,Destruction caused by bombing al-Sukkari quarter - Aleppo
https://syrianarchive.org/database/37866,ALEPPO : Al-Fardos,None,None,21/11/2016,Other,None,Destruction caused by bombing Fardus - Aleppo
https://syrianarchive.org/database/37918,ALEPPO : Karam al-Qaterji,None,None,21/11/2016,Other,None,Destruction of civilians&#39; houses in Katerji and other districts of Aleppo city
https://syrianarchive.org/database/37894,ALEPPO : Harithan,None,None,21/11/2016,Other,None,Russian airstrikes with vacuum bombs
https://syrianarchive.org/database/37830,ALEPPO : Kafar Naha,None,None,21/11/2016,Other,None,Destruction in Kafr Naha as result of heavy bombings
https://syrianarchive.org/database/37833,ALEPPO : Al-Fardos,None,None,21/11/2016,Unlawful attacks,None,First moments of shelling on Fardus quarter
https://syrianarchive.org/database/37831,ALEPPO : Sukkari,None,None,21/11/2016,Other,None,First moments of paratrooper rockets on al-Sukkari quarter and Civil Defence rescue operations
https://syrianarchive.org/database/37828,ALEPPO,None,None,21/11/2016,Other,None,First moments of barrel bombs and Civil Defence rescuing victims
https://syrianarchive.org/database/37857,ALEPPO : Sukkari,None,None,21/11/2016,Unlawful attacks,None,Destruction and injured recovered from the rubble in al-Sukkari quarter
https://syrianarchive.org/database/37899,ALEPPO : Karam al-Qaterji,None,None,21/11/2016,Other,None,Bombing of Hussayn mosque in Katerji neighbourhood
https://syrianarchive.org/database/37817,ALEPPO : Al-Fardos,None,None,21/11/2016,Unlawful attacks,None,Fardus
https://syrianarchive.org/database/37882,ALEPPO : Sukkari,None,None,21/11/2016,Unlawful attacks,None,Victims caused by regime barrel bombings on al-Sukkari - Aleppo
https://syrianarchive.org/database/37878,None,None,None,21/11/2016,None,None,Faylaq Rahman spokesman Abdulrahman Alwan: Syrian regime in a state of Ego after Aleppo evacuation
https://syrianarchive.org/database/37818,ALEPPO : Alshaar,None,None,21/11/2016,Unlawful attacks,None,Al-Sukkari
https://syrianarchive.org/database/37834,ALEPPO : Alshaar,None,None,21/11/2016,Other,None,Destruction caused by barrel bombs on al-Shaar district
https://syrianarchive.org/database/37886,ALEPPO,None,None,21/11/2016,Unlawful attacks,None,"Barrel bomb dropping down, rescue operation and transport of the wounded in Aleppo"
https://syrianarchive.org/database/37887,ALEPPO,None,None,21/11/2016,Other,Barrel Bomb,Barrel bomb dropping from warplane in Aleppo
https://syrianarchive.org/database/37816,ALEPPO : Karam al-Qaterji,None,None,21/11/2016,Other,None,Rescuing trapped people from the rubble after the barrel bomb shelling on Katerji
https://syrianarchive.org/database/37815,ALEPPO : Alshaar,None,None,21/11/2016,Other,None,First moment of barrel bombs on al-Shaar
https://syrianarchive.org/database/37784,ALEPPO,None,None,20/11/2016,Other,None,Systematic shelling of quarters in East Aleppo
https://syrianarchive.org/database/37647,ALEPPO : Alshaar,None,None,20/11/2016,Specifically protected persons and objects,None,Hospital survaillance camera captures the moment of vacuum bomb hit - Aleppo
https://syrianarchive.org/database/37728,ALEPPO : Kafr hamrah,None,None,20/11/2016,Other,None,Russian warplane bombs the town of Kafr Hamra
https://syrianarchive.org/database/37648,ALEPPO : Urum al-Kubra,None,None,20/11/2016,Other,None,Russian plane bombs the centre of civil defence
https://syrianarchive.org/database/37665,ALEPPO : Alshaar,None,None,20/11/2016,Unlawful attacks,None,Woman cries her husband and children who died on the bombing of al-Shaar
https://syrianarchive.org/database/37633,ALEPPO : Hayyan,None,None,20/11/2016,Other,None,Vacuum bombs airstrikes on Hayyan
https://syrianarchive.org/database/37632,ALEPPO : Hayyan,None,None,20/11/2016,Unlawful attacks,None,Assad&#39;s forces shell Hayyan thermal rockets
https://syrianarchive.org/database/37691,ALEPPO : Alshaar,None,None,20/11/2016,Use of illegal weapons,Cluster Munition,First moments of bombings al-Shaar and Tarek al Bab
https://syrianarchive.org/database/37662,ALEPPO : Alshaar,None,None,20/11/2016,Use of illegal weapons,Cluster Munition,First moments of rescuing victims in al-Shaar caused by cluster bombs
https://syrianarchive.org/database/37649,ALEPPO : Seif al-Dawleh,None,None,20/11/2016,Other,None,Seif al-Dawla 20/11/2016
https://syrianarchive.org/database/37666,ALEPPO : Sakhour,None,None,20/11/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",One family (4 children and their parents) have died as a result of suffocation caused by the chlorine barrel bomb attack
https://syrianarchive.org/database/37650,ALEPPO : Sakhour,None,None,20/11/2016,Use of illegal weapons,Chlorine Gas,Victims of chlorin gas bombing in al-Sakhour - Aleppo
https://syrianarchive.org/database/37661,ALEPPO : Sakhour,None,None,20/11/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Testimony from the civil defence in al-Sakhour on the use of chlorin gas
https://syrianarchive.org/database/37680,ALEPPO : Sakhour,None,None,20/11/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",6 casualties as result of the airstrikes with chlorin gas in al-Sakhour - Aleppo
https://syrianarchive.org/database/37591,ALEPPO,None,None,19/11/2016,Other,None,Dr.. Tayseer Abu Adel hospital  talking about the medical situation in Aleppo
https://syrianarchive.org/database/37538,ALEPPO : Anadan,None,None,19/11/2016,Other,None,Wide destruction caused by Russian airstrikes on Andnana
https://syrianarchive.org/database/37533,ALEPPO : Yaqed Al Adas,None,None,19/11/2016,Other,None,Destruction caused by Russian bombings on Aleppo country side
https://syrianarchive.org/database/37604,ALEPPO : Ma&#39;adi,None,None,19/11/2016,Specifically protected persons and objects,None,3 field hospitals in besieged Aleppo out of service as a result of aerial and artillery bombardment
https://syrianarchive.org/database/37506,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Bombing on Seyf al-Dawla quarter - Aleppo
https://syrianarchive.org/database/37480,ALEPPO : Kafr hamrah,None,None,19/11/2016,Other,None,Destruction of Kafr Hamra as result of bunker-buster bombing
https://syrianarchive.org/database/37479,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Destruction of Kafr Hamra caused by the airstrikes
https://syrianarchive.org/database/37513,ALEPPO : Ma&#39;adi,None,None,19/11/2016,Other,None,Shelling targeting al-Ma&#39;adi - Aleppo
https://syrianarchive.org/database/37516,ALEPPO,None,None,19/11/2016,Other,None,Shelling targeting Jisr al-Hajj - Aleppo
https://syrianarchive.org/database/37481,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Civil Defence removes traces of destruction in Seyf al-Dawla
https://syrianarchive.org/database/37571,ALEPPO : Ma&#39;adi,None,None,19/11/2016,Specifically protected persons and objects,None,Systematic shelling on Aleppo&#39;s hospital and infrastructure
https://syrianarchive.org/database/37587,ALEPPO,None,None,19/11/2016,Other,None,Dozens of victims and a tragic day for the besieged people of Aleppo
https://syrianarchive.org/database/37521,ALEPPO : Ansari,None,None,19/11/2016,Unlawful attacks,None,Casualties and wounded as result of barrel bombs on al-Ansary - Aleppo
https://syrianarchive.org/database/37467,ALEPPO : Al-Fardos,None,None,19/11/2016,Unlawful attacks,None,Casualties and injured in Aleppo city including children
https://syrianarchive.org/database/37504,ALEPPO : Al-Fardos,None,None,19/11/2016,Other,None,Airstrikes with missiles that have parachutes which targeted Aleppo city
https://syrianarchive.org/database/37522,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Unlawful attacks,None,Casualties and injured as a resulf of an alleged Russian attack that targeted Aleppo city
https://syrianarchive.org/database/37461,ALEPPO : Haydariyah,None,None,19/11/2016,Other,Barrel Bomb,Helicopter dropping a Barrel bomb that targeted Aleppo city
https://syrianarchive.org/database/37486,ALEPPO : Al-Fardos,None,None,19/11/2016,Unlawful attacks,None,The first moments of targeting civilian houses in Al Fardous district in Aleppo city
https://syrianarchive.org/database/37436,ALEPPO : Yaqed Al Adas,None,None,19/11/2016,Unlawful attacks,None,Casualties and injured as a result of alleged Russian airstrikes
https://syrianarchive.org/database/37464,ALEPPO : Haydariyah,None,None,19/11/2016,Other,None,Airstrikes that targeted Aleppo city
https://syrianarchive.org/database/37505,ALEPPO : Al-Fardos,None,None,19/11/2016,Other,None,The first moments of a barrel bomb attack that targeted the old city in Aleppo
https://syrianarchive.org/database/37463,ALEPPO : Alshaar,None,None,19/11/2016,Other,Barrel Bomb,Destruction as a result of a barrel bomb attack that targeted the old city in Aleppo
https://syrianarchive.org/database/37541,None,None,None,19/11/2016,Other,None,Destruction as a result of a barrel bomb attack that targeted the old city in Aleppo
https://syrianarchive.org/database/37450,ALEPPO : Harithan,None,None,19/11/2016,Other,None,Airstrike that targeted Hretan
https://syrianarchive.org/database/37446,ALEPPO : Yaqed Al Adas,None,None,19/11/2016,Other,None,Destruction as a result of an alleged Russian airstrike
https://syrianarchive.org/database/37580,ALEPPO,None,None,19/11/2016,Other,None,Airstrikes that targeted Aleppo city
https://syrianarchive.org/database/37545,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Unlawful attacks,None,Destruction as a result of airstrikes that targeted Aleppo city which caused casualties
https://syrianarchive.org/database/37457,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Destruction as a result of airstrikes that targeted Aleppo city
https://syrianarchive.org/database/37462,ALEPPO,None,None,19/11/2016,Other,None,Destruction as a result of airstrikes with a barrel bomb that targeted Aleppo old city
https://syrianarchive.org/database/37456,ALEPPO : Ansari,None,None,19/11/2016,Other,None,Destruction as a result of airstrikes that targeted Aleppo city
https://syrianarchive.org/database/37557,ALEPPO : Bab Road,None,None,19/11/2016,Other,None,Airstrikes [helicopter] that targeted Aleppo city
https://syrianarchive.org/database/37584,ALEPPO : Rif al Mohandeseen,None,None,19/11/2016,Other,None,Casualties [including a family] and destruction as a result of airstrikes in Aleppo countryside
https://syrianarchive.org/database/37590,ALEPPO : Jalloum,None,None,19/11/2016,Unlawful attacks,None,Casualties and injured in the old city of Aleppo as a result of airstrikes from a helicopter
https://syrianarchive.org/database/37439,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Airstrikes that targetd Aleppo city
https://syrianarchive.org/database/37508,ALEPPO : Al mentar,None,None,19/11/2016,Unlawful attacks,None,Airstrikes that targetd Aleppo countryside
https://syrianarchive.org/database/37524,ALEPPO : Seif al-Dawleh,None,None,19/11/2016,Other,None,Casualties and injured as a result of a barrel bomb attack in Aleppo city
https://syrianarchive.org/database/37485,ALEPPO,None,None,19/11/2016,Specifically protected persons and objects,None,Airstrikes that targeted M2 hospital which caused casualties and injuries
https://syrianarchive.org/database/37512,ALEPPO,None,None,19/11/2016,Other,None,Flying helicopter over Aleppo city
https://syrianarchive.org/database/37586,ALEPPO : Ma&#39;adi,None,None,19/11/2016,Other,None,Airstrikes that targeted Al Ma&#39;adi district in Aleppo city
